,smiles,bond_index,ref,preprocessor_class,mol_id,predicted
143,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,24,111.61,6.0,16,111.59011
144,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,31,111.05,6.0,16,111.42613
145,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,23,112.54,6.0,16,110.64104
146,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,21,109.64,6.0,17,109.32419
147,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,28,92.21,6.0,17,92.63146
148,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,25,109.64,6.0,17,109.32419
149,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,27,118.39,6.0,17,118.428085
150,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,22,111.19,6.0,17,111.48658
151,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,29,92.21,6.0,17,92.63146
152,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,24,111.19,6.0,17,111.48658
153,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,30,97.69,6.0,17,97.29844
154,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,32,77.17,6.0,17,78.60976
155,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,31,97.69,6.0,17,97.29844
156,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,23,111.1,6.0,17,111.300674
157,Cc1cccc(Nc2ccccc2C(=O)O)c1C,32,88.71,6.0,18,88.41507
158,Cc1cccc(Nc2ccccc2C(=O)O)c1C,19,90.26,6.0,18,90.50938
159,Cc1cccc(Nc2ccccc2C(=O)O)c1C,29,110.99,6.0,18,111.58108
160,Cc1cccc(Nc2ccccc2C(=O)O)c1C,22,111.23,6.0,18,111.57354
161,Cc1cccc(Nc2ccccc2C(=O)O)c1C,26,109.94,6.0,18,112.37895
162,Cc1cccc(Nc2ccccc2C(=O)O)c1C,28,112.68,6.0,18,113.23758
163,Cc1cccc(Nc2ccccc2C(=O)O)c1C,23,110.98,6.0,18,110.70793
164,Cc1cccc(Nc2ccccc2C(=O)O)c1C,21,90.26,6.0,18,90.50938
165,Cc1cccc(Nc2ccccc2C(=O)O)c1C,33,88.71,6.0,18,88.41507
166,Cc1cccc(Nc2ccccc2C(=O)O)c1C,20,90.26,6.0,18,90.50938
167,Cc1cccc(Nc2ccccc2C(=O)O)c1C,31,88.71,6.0,18,88.41507
168,CN1CCN2c3ncccc3Cc3ccccc3C2C1,37,111.35,6.0,19,111.29966
169,CN1CCN2c3ncccc3Cc3ccccc3C2C1,30,105.99,6.0,19,105.78624
170,CN1CCN2c3ncccc3Cc3ccccc3C2C1,27,91.9,6.0,19,92.3614
171,CN1CCN2c3ncccc3Cc3ccccc3C2C1,28,94.22,6.0,19,91.13014
172,CN1CCN2c3ncccc3Cc3ccccc3C2C1,23,91.99,6.0,19,92.18189
173,CN1CCN2c3ncccc3Cc3ccccc3C2C1,31,112.79,6.0,19,113.20232
174,CN1CCN2c3ncccc3Cc3ccccc3C2C1,32,110.42,6.0,19,110.36914
175,CN1CCN2c3ncccc3Cc3ccccc3C2C1,25,91.99,6.0,19,92.18189
176,CN1CCN2c3ncccc3Cc3ccccc3C2C1,24,91.99,6.0,19,92.18189
177,CN1CCN2c3ncccc3Cc3ccccc3C2C1,38,110.46,6.0,19,110.78681
178,CN1CCN2c3ncccc3Cc3ccccc3C2C1,39,83.61,6.0,19,85.0976
179,CN1CCN2c3ncccc3Cc3ccccc3C2C1,26,91.9,6.0,19,92.3614
180,CN1CCN2c3ncccc3Cc3ccccc3C2C1,33,87.29,6.0,19,78.67288
181,CN1CCN2c3ncccc3Cc3ccccc3C2C1,34,87.29,6.0,19,78.67288
182,CN1CCN2c3ncccc3Cc3ccccc3C2C1,40,91.57,6.0,19,90.32982
183,CN1CCN2c3ncccc3Cc3ccccc3C2C1,36,111.24,6.0,19,111.30493
184,CN1CCN2c3ncccc3Cc3ccccc3C2C1,41,91.57,6.0,19,90.32982
185,CN1CCN2c3ncccc3Cc3ccccc3C2C1,29,94.22,6.0,19,91.13014
186,CC(=O)Nc1ccc(O)cc1,15,111.29,6.0,20,112.04907
187,CC(=O)Nc1ccc(O)cc1,11,97.43,6.0,20,96.86516
188,CC(=O)Nc1ccc(O)cc1,13,97.43,6.0,20,96.86516
189,CC(=O)Nc1ccc(O)cc1,19,111.29,6.0,20,112.04907
190,CC(=O)Nc1ccc(O)cc1,12,97.43,6.0,20,96.86516
191,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,37,111.88,6.0,21,110.086975
192,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,18,101.27,6.0,21,100.24408
193,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,24,101.27,6.0,21,100.24408
194,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,22,101.27,6.0,21,100.24408
195,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,29,82.12,6.0,21,82.640915
196,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,31,110.46,6.0,21,110.75008
197,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,25,101.27,6.0,21,100.24408
198,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,20,101.27,6.0,21,100.24408
199,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,34,83.83,6.0,21,84.57356
200,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,28,91.98,6.0,21,89.80191
201,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,19,101.27,6.0,21,100.24408
202,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,32,113.18,6.0,21,112.84692
203,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,21,101.27,6.0,21,100.24408
204,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,23,101.27,6.0,21,100.24408
205,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,35,83.83,6.0,21,84.57356
206,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,27,91.98,6.0,21,89.80191
207,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,17,101.27,6.0,21,100.24408
208,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,33,89.66,6.0,22,89.47339
209,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,31,111.85,6.0,22,111.85127
210,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,25,90.67,6.0,22,89.30081
211,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,26,98.27,6.0,22,98.40207
212,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,29,110.31,6.0,22,110.55226
213,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,21,91.58,6.0,22,91.611725
214,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,38,111.37,6.0,22,111.31124
215,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,20,91.58,6.0,22,91.611725
216,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,22,91.58,6.0,22,91.611725
217,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,28,85.56,6.0,22,85.86945
218,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,35,89.66,6.0,22,89.47339
219,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,24,90.67,6.0,22,89.30081
220,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,36,110.92,6.0,22,111.01131
221,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,40,110.92,6.0,22,111.01131
222,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,34,89.66,6.0,22,89.47339
223,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,32,110.85,6.0,22,110.84038
224,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,27,98.27,6.0,22,98.40207
225,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,43,84.98,6.0,23,85.48888
226,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,38,110.64,6.0,23,109.295654
227,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,28,89.84,6.0,23,88.78703
228,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,32,111.56,6.0,23,111.657486
229,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,26,90.31,6.0,23,90.18468
230,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,29,89.84,6.0,23,88.78703
231,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,39,108.62,6.0,23,107.55847
232,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,31,99.07,6.0,23,96.88606
233,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,35,99.12,6.0,23,93.71533
234,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,27,90.31,6.0,23,90.18468
235,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,40,86.96,6.0,23,85.48511
236,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,42,84.98,6.0,23,85.48888
237,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,36,75.48,6.0,23,78.118355
238,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,41,97.05,6.0,23,91.385826
239,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,25,90.31,6.0,23,90.18468
240,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,33,112.95,6.0,23,113.30933
241,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3C1C5,30,99.07,6.0,23,96.88606
242,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,24,94.26,6.0,24,93.9793
243,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,22,96.8,6.0,24,97.707596
244,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,21,97.58,6.0,24,96.1965
245,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,25,94.26,6.0,24,93.9793
246,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,19,115.33,6.0,24,115.46733
247,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,20,97.58,6.0,24,96.1965
248,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,23,96.8,6.0,24,97.707596
249,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,48,90.53,6.0,25,89.513466
250,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,36,82.04,6.0,25,83.34001
251,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,46,97.79,6.0,25,95.811295
252,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,26,97.9,6.0,25,100.155685
253,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,44,98.7,6.0,25,99.2522
254,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,35,82.04,6.0,25,83.34001
255,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,41,97.46,6.0,25,95.79158
256,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,40,97.46,6.0,25,95.79158
257,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,39,90.62,6.0,25,91.01399
258,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,43,98.7,6.0,25,99.2522
259,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,37,110.88,6.0,25,111.06307
260,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,29,95.17,6.0,25,96.50479
261,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,25,97.9,6.0,25,100.155685
262,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,28,98.41,6.0,25,97.540184
263,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,30,95.17,6.0,25,96.50479
264,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,49,90.53,6.0,25,89.513466
265,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,42,98.7,6.0,25,99.2522
266,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,27,98.41,6.0,25,97.540184
267,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,34,98.35,6.0,25,97.28914
268,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,31,94.68,6.0,25,94.68703
269,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,38,90.62,6.0,25,91.01399
270,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,32,95.55,6.0,25,97.1768
271,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,24,97.9,6.0,25,100.155685
272,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,47,97.79,6.0,25,95.811295
273,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,33,98.35,6.0,25,97.28914
274,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,61,98.04,6.0,26,99.665955
275,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,66,83.96,6.0,26,92.42452
276,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,36,88.25,6.0,26,91.6244
277,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,55,93.5,6.0,26,96.03406
278,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,34,96.65,6.0,26,97.75751
279,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,43,73.63,6.0,26,78.65047
280,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,35,96.65,6.0,26,97.75751
281,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,58,97.15,6.0,26,98.11299
282,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,56,93.5,6.0,26,96.03406
283,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,54,96.39,6.0,26,97.27069
